name;description;website;image_url;source_page;market;type;Location;Greater Stockholm Y/N
B3 Consulting Group;B3 Consulting Group är ett svenskt teknikkonsultföretag grundat 2003 som erbjuder ingenjörstjänster och lösningar inom IoT, telecom och embedded systems. Företaget levererar allt från konceptutveckling till produktionsfärdiga lösningar för kunder inom telekom, fordon, industri och medicinteknik. B3 kombinerar deep tech-expertis med affärsförståelse för att accelerera sina kunders innovationsprojekt. Med över 400 konsulter och verksamhet i Norden omsätter B3 139 miljoner euro och är en ledande teknisk konsultpartner.;https://b3.se;https://logo.clearbit.com/b3.se;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B;deep tech, iot internetofthings, commission;Stockholm, Sweden;Yes
Candela;Candela är ett svenskt maritech-företag grundat 2014 som revolutionerar sjötransport genom att utveckla eldrivna hydrofoil-båtar som flyger över vattnet. Företagets flaggskepp Candela C-8 och kommande P-12 shuttle använder datorstyrda foils för att lyfta båten ur vattnet, vilket minskar energiförbrukning med 80% jämfört med traditionella båtar. Candelas teknologi kombinerar elektrisk drift, AI-baserad stabilisering och kolfiber konstruktion för att skapa snabba, tysta och miljövänliga vattenfarkoster. P-12 är världens första elektriska passagerarfärja för kommersiell drift och lanseras i Stockholm 2024. Med 102 miljoner euro i omsättning driver Candela elektrifieringen av sjötransport och erbjuder ett hållbart alternativ till fossildrivna båtar.;https://candela.com/;https://logo.clearbit.com/candela.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, B2C, transportation, vehicle production;hardware, deep tech, ecommerce, sensor tech;Stockholm, Sweden;Yes
Depict;Depict är ett svenskt AI-företag grundat 2019 som utvecklar produktsökning och rekommendationsmotorer för e-handelsmoden industrin. Företagets teknologi använder deep learning för att förstå visuella attribut i modeprodukter och matcha konsumenter med produkter de kommer älska. Depict hjälper modevarumärken att öka konvertering och minska returer genom bättre produktupptäckt. Med kunder som NA-KD och Gina Tricot levererar Depict mätbar affärsnytta. Företaget omsätter 18,1 miljoner euro.;https://depict.ai/;https://logo.clearbit.com/depict.ai;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, fashion;artificial intelligence, subscription, saas;Stockholm, Sweden;Yes
Doctrin;Doctrin är en svensk healthtech-plattform grundad 2016 som digitaliserar primärvård genom AI-driven triage och videobesök. Företagets lösning hjälper vårdgivare att hantera patientflöden effektivare genom att samla anamnes, prioritera ärenden och matcha patienter med rätt vårdnivå. Doctrin används av regioner, privata vårdgivare och företagshälsovård i Sverige för att förbättra tillgänglighet och reducera onödiga fysiska besök. Plattformen kombinerar maskininlärning med medicinska riktlinjer för säker och effektiv digital vård. Företaget omsätter 37,4 miljoner euro och driver vårddigitalisering i Norden.;https://doctrin.com/;https://logo.clearbit.com/doctrin.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, health, health platform;deep tech, artificial intelligence, machine learning, subscription;Stockholm, Sweden;Yes
FishBrain;FishBrain är en svensk social plattform för sportfiskare grundad 2010 som kombinerar social media, väderdata, AI och GPS för att hjälpa fiskare hitta de bästa fiskeplatserna. Appen samlar data från miljontals fångstloggar, använder maskininlärning för att förutsäga var och när specifika fiskar kommer att nappa, och erbjuder en community där fiskare kan dela tips och bilder. FishBrain monetiserar genom prenumerationstjänster som ger tillgång till avancerade funktioner som heatmaps, väderprediktion och detaljerade fisketips. Med över 15 miljoner användare globalt har FishBrain blivit världens största fiske-app. Företaget omsätter 50,5 miljoner euro och kombinerar passion för fiske med datadriven teknologi för att förbättra sportfiskeupplevelsen.;https://fishbrain.com/;https://logo.clearbit.com/fishbrain.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, food;mobile app, deep tech, commission;Stockholm, Sweden;Yes
Flowbox;Flowbox är en svensk martech-plattform grundad 2016 som samlar och distribuerar user-generated content för varumärken. Företagets lösning hjälper e-handelsföretag att samla in, moderera och visa kundbilder och recensioner över digitala kanaler. Flowbox använder AI för innehållskurering och optimering. Företaget omsätter 8,6 miljoner euro.;https://getflowbox.com/;https://logo.clearbit.com/getflowbox.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, marketing, ecommerce;artificial intelligence, subscription, saas;Stockholm, Sweden;Yes
Hexagon;Hexagon är en global ledare inom digital reality-lösningar som kombinerar sensor-, mjukvaru- och autonom teknologi för att förbättra produktivitet, kvalitet och säkerhet över kritiska industrier. Företaget grundades 1975 och har sedan dess genomfört över 170 förvärv för att bli världsledande inom mät- och positioneringsteknologi. Hexagons lösningar används inom konstruktion, tillverkning, gruvdrift, infrastruktur och urban planering för att fånga fysisk verklighet, göra den digitalt tillgänglig och omsätta den i handling. Genom dotterbolag som Leica Geosystems erbjuder företaget kompletta ekosystem av mjukvaruprogram och teknologier för specifika ändamål, från metrologisk precision till storskalig infrastrukturplanering. Med cirka 24 000 anställda i 50 länder och en omsättning på 182 miljoner euro driver Hexagon den digitala transformationen av viktiga samhällsfunktioner.;https://hexagon.com/;https://logo.clearbit.com/hexagon.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B;deep tech, subscription, saas, manufacturing;Stockholm, Sweden;Yes
Kive;Kive är en content management-plattform grundad 2018 som använder AI för att organisera och söka kreativt innehåll för content creators och varumärken. Företagets lösning använder visual AI för att automatiskt tagga, kategorisera och hitta bilder och videos. Med mobilapp och prenumeration omsätter Kive 7,9 miljoner euro.;https://kive.ai;https://logo.clearbit.com/kive.ai;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, B2C, enterprise software, content production;mobile app, artificial intelligence, subscription, saas;Stockholm, Sweden;Yes
Lexly;Lexly är en nordisk legal tech-plattform grundad 2004 som erbjuder AI-drivna juridiska tjänster och utbildning till både privatpersoner och företag. Företaget kombinerar maskininlärning med expertkurerad juridisk kunskap för att demokratisera tillgången till juridisk rådgivning. Lexlys prenumerationstjänst inkluderar dokumentmallar, juridisk rådgivning via chatt och telefon samt utbildningsmaterial inom olika rättsområden. Med fokus på Nordiska juridiska system och flera språk har Lexly över 50 000 medlemmar. Företaget omsätter 32,2 miljoner euro och driver tillgängligare juridiska tjänster genom teknik.;https://lexly.se;https://logo.clearbit.com/lexly.se;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, legal, media, edtech & e-learning;machine learning, artificial intelligence, subscription, saas;Stockholm, Sweden;Yes
Lovable;Lovable är en AI-driven mjukvaruplattform lanserad 2023 som automatiserar mjukvaruutveckling genom att omvandla naturligt språk till funktionskod. Företagets lösning använder avancerade språkmodeller och maskininlärning för att generera full-stack applikationer direkt från textbeskrivningar, vilket dramatiskt accelererar utvecklingstiden och minskar kostnaden för mjukvaruproduktion. Lovable riktar sig till både utvecklare som vill öka produktiviteten och icke-tekniska användare som vill bygga digitala produkter utan att programmera. Plattformen stödjer moderna webbteknologier och integreras med populära utvecklingsverktyg för sömlösa arbetsflöden. Som en del av AI-kodningsrevolutionen har Lovable snabbt nått en värdering på 1,6 miljarder euro och attraherat uppmärksamhet från både startups och etablerade företag.;https://lovable.dev/;https://logo.clearbit.com/lovable.dev;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, enterprise software;artificial intelligence, machine learning, natural language processing, commission, saas;Stockholm, Sweden;Yes
Neonode;Neonode är ett svenskt sensorföretag grundat 2001 som utvecklar beröringsfria touchteknologier för olika industrier. Företagets MultiSensing® plattform kombinerar optiska sensorer med AI för interaktiva ytor i fordon, konsumentelektronik och industri. Neonode omsätter 2,2 miljoner euro.;https://neonode.com/;https://logo.clearbit.com/neonode.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, semiconductors;sensor tech, connected device, ecommerce;Stockholm, Sweden;Yes
Normative;Normative är en svensk climate tech-plattform grundad 2014 som hjälper företag att mäta, rapportera och minska sitt koldioxidavtryck genom automatiserad hållbarhetsdata. Företagets AI-drivna plattform integrerar med ekonomisystem för att automatiskt beräkna utsläpp över hela värdekedjan enligt internationella standarder som GHG Protocol och CSRD. Normative använder big data och maskininlärning för att ge företag realtidsinsikter i deras klimatpåverkan och identifiera de mest kostnadseffektiva åtgärderna för utsläppsreduktion. Med kunder som IKEA, Klarna och Paradox Interactive stödjer Normative över 1 000 företag i deras klimatomställning. Företaget omsätter 51,3 miljoner euro och driver standardisering av företagsklimatrapportering i en tid av ökade hållbarhetskrav.;https://normative.io/;https://logo.clearbit.com/normative.io;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, energy, enterprise software;big data, machine learning, artificial intelligence;Stockholm, Sweden;Yes
Oneflow;Oneflow är en svensk legal tech-plattform grundad 2012 som digitaliserar och automatiserar kontraktshantering för företag. Plattformen möjliggör digital signering, versionskontroll, samarbete och livscykelhantering av kontrakt i en säker molnbaserad miljö. Oneflow använder AI för att extrahera nyckelinformation från kontrakt och ge påminnelser om viktiga datum. Med fokus på användarupplevelse och compliance erbjuder Oneflow ett modernt alternativ till PDF-baserade kontraktsprocesser. Företaget har över 1 000 kunder i Norden och Europa och omsätter 5,1 miljoner euro.;https://oneflow.com/;https://logo.clearbit.com/oneflow.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, enterprise software, legal documents;artificial intelligence, subscription, saas;Stockholm, Sweden;Yes
Peltarion;Peltarion är ett svenskt AI-företag grundat 2005 som utvecklade en operativ AI-plattform för företag att bygga, träna och distribuera deep learning-modeller utan omfattande ML-expertis. Plattformen automatiserade stora delar av ML-arbetsflödet och gjorde AI tillgängligt för icke-specialister. Peltarion förvärvades av King (Activision Blizzard) 2022 för att accelerera användningen av AI i spelutveckling. Innan förvärvet omsatte företaget 23,8 miljoner euro och hade kunder inom finans, retail och tech.;https://peltarion.com/;https://logo.clearbit.com/peltarion.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, enterprise software;deep learning, deep tech, artificial intelligence;Stockholm, Sweden;Yes
Polarium;Polarium är ett svenskt energilagringsföretag grundat 2015 som utvecklar och tillverkar litiumjonbatterilösningar för telekom-, data center- och industriapplikationer. Företaget erbjuder kompakta, modulära batterisystem som kombinerar hög energitäthet med intelligent batterihanteringssystem för optimal prestanda och livslängd. Polariums lösningar används av telekomoperatörer för att säkerställa nätupp uptime, av datacenter för backup-kraft och av industriella kunder för lastutjämning och energioptimering. Genom IoT-anslutna system möjliggör Polarium fjärrövervakning, prediktivt underhåll och realtidsanalys av batteriprestand a. Med produktionsanläggningar i Sverige och global distribution har företaget etablerat sig som ledande leverantör av intelligenta batterisystem med en omsättning på 299 miljoner euro.;https://polarium.com/;https://logo.clearbit.com/polarium.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, telecom, energy storage;deep tech, hardware, iot internetofthings, selling own inventory, commission;Stockholm, Sweden;Yes
Quartr;Quartr är en svensk fintech-plattform grundad 2020 som demokratiserar tillgången till företagsinformation genom att aggregera earnings calls, presentationer och finansiell data. Företagets app använder AI för att transkribera, översätta och analysera företagskommunikation. Quartr riktar sig till både privata investerare och professionella analytiker. Med mobilfokus och big data-analys omsätter företaget 20,9 miljoner euro.;https://quartr.com/;https://logo.clearbit.com/quartr.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, B2C, fintech, enterprise software, wealth management;artificial intelligence, big data, mobile app, subscription;Stockholm, Sweden;Yes
Snufa Records;Snufa Records är ett svenskt musiktech-företag grundat 2018 som använder AI och maskininlärning för musikproduktion och distribution. Företaget hjälper artister att optimera releaser, nå nya lyssnare och analysera streamingdata. Snufa kombinerar kreativitet med datadriven strategi. Företaget omsätter 12,3 miljoner euro.;https://snafurecords.com/;https://logo.clearbit.com/snafurecords.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, music;machine learning, artificial intelligence;Stockholm, Sweden;Yes
Volumental;Volumental är ett svenskt AI-företag grundat 2012 som utvecklat världens mest använda 3D-fotscanningssystem för skohandeln. Tekniken skapar exakta digitala fotmodeller och använder maskininlärning för att rekommendera perfekt passande skor. Volumental har skannat över 10 miljoner fötter globalt och arbetar med stora skovarumärken. Företaget omsätter 17,3 miljoner euro.;https://volumental.com/;https://logo.clearbit.com/volumental.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, enterprise software;artificial intelligence, 3d technology, deep tech, machine learning;Stockholm, Sweden;Yes
Accedo;Accedo är ett svenskt medietech-företag grundat 2004 som utvecklar streamingappar och plattformar för OTT-tjänster. Företagets lösningar används av broadcasters, content owners och operatörer för att lansera videotjänster över olika enheter. Accedo erbjuder utveckling, design och molntjänster för streaming. Med global närvaro och AR/VR-innovation omsätter företaget 25,7 miljoner euro.;https://www.accedo.tv/;https://logo.clearbit.com/accedo.tv;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, media, entertainment, ott streaming;augmented reality, hardware, virtual reality;Stockholm, Sweden;Yes
CemVision;CemVision är ett svenskt construction tech-företag grundat 2020 som utvecklar AI-drivna lösningar för cementindustrin. Företagets teknologi optimerar cementproduktion genom maskininlärning för minskade utsläpp och förbättrad kvalitet. CemVision kombinerar sensorer, dataanalys och processstyrning. Företaget omsätter 12,2 miljoner euro.;https://www.cemvision.tech/;https://logo.clearbit.com/cemvision.tech;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, real estate, energy, construction, waste valuation;hardware, deep tech, commission, manufacturing;Stockholm, Sweden;Yes
Tail-f Systems;Tail-f Systems är ett svenskt enterprise software-företag grundat 2005 som utvecklar nätverksautomationslösningar för telekomoperatörer och tjänsteleverantörer. Företagets flaggskeppsprodukt ConfD är en konfigurationshanteringsplattform som möjliggör automatiserad konfiguration, orkestrering och hantering av komplexa nätverksinfrastrukturer. Tail-f använder deep learning och AI för att optimera nätverksdrift, minska fel och accelerera tjänstedistribution i multi-vendor-miljöer. Företagets lösningar används av stora telekomoperatörer för att hantera miljontals nätverkselement och automatisera kritiska operationer. Tail-f förvärvades av Cisco Systems 2014 och utgör nu en central del av Ciscos SDN- och NFV-strategi, med en värdering på 159 miljoner euro innan förvärvet.;https://www.cisco.com/c/en/us/services/acquisitions/tail-f.html;https://logo.clearbit.com/cisco.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, enterprise software;deep learning, artificial intelligence, subscription, saas;Stockholm, Sweden;Yes
ClimateView;ClimateView är en svensk climate tech-plattform grundad 2018 som hjälper städer att planera och genomföra klimatomställning. Företagets mjukvara visualiserar klimatdata, simulerar scenarier och spårar framsteg mot klimatmål. Med AI och big data ger ClimateView beslutsunderlag för urban klimatstrategi. Kunder inkluderar Stockholm, Göteborg och internationella städer. Företaget omsätter 26,3 miljoner euro.;https://www.climateview.global/;https://logo.clearbit.com/climateview.global;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, mobility, enterprise software, clean energy;artificial intelligence, machine learning, subscription, saas;Stockholm, Sweden;Yes
Exeger;Exeger är ett svenskt cleantech-företag grundat 2009 som utvecklar Powerfoyle, världens första flexibla solcellsmaterial som kan integreras i konsumentprodukter och laddas även i inomhusbelysning. Företagets banbrytande nanoteknologi möjliggör självladdande enheter som kan eliminera behovet av batteriladdning för produkter som hörlurar, wearables och IoT-sensorer. Exegers Powerfoyle-material är tunnare, lättare och mer effektivt än traditionella solceller och kan formas för att passa designen på nästan vilken produkt som helst. Med partnerskap med globala varumärken som Adidas och Philips strävar Exeger efter att eliminera 1 miljard engångsbatterier årligen. Företaget har säkrat 550 miljoner euro i värdering och driver innovation mot en framtid med självförsörjande, batterioberoende elektronik, med en omsättning på 124 miljoner euro.;https://www.exeger.com/;https://logo.clearbit.com/exeger.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, energy, clean energy, energy efficiency;hardware, deep tech, nanotech, iot internetofthings, commission;Stockholm, Sweden;Yes
Flightradar24;Flightradar24 är en svensk flygspårningstjänst grundad 2006 som erbjuder realtidspositionering av kommersiella flygplan världen över genom ett globalt nätverk av ADS-B-mottagare. Tjänsten samlar in data från tusentals mottagare som drivs av entusiaster och flygorganisationer för att visa flygrutter, hastigheter, höjder och flygplansinformation på en interaktiv karta. Flightradar24 används av miljontals privatpersoner för att följa flyg, av media för rapportering och av luftfartsindustrin för operativ övervakning. Företaget erbjuder både gratis och prenumerationsbaserade tjänster med avancerade funktioner som historisk data, vädervisualisering och 3D-vy. Med över 40 miljoner euro i årlig omsättning har Flightradar24 blivit världens mest populära flygspårningstjänst och en viktig resurs för luftfartstransparens.;https://www.flightradar24.com/;https://logo.clearbit.com/flightradar24.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, transportation, navigation & mapping;deep tech, 3d technology, saas;Stockholm, Sweden;Yes
Geotab Telematics;Geotab Telematics erbjuder IoT-baserade flotthanteringslösningar för fordonsspårning, bränsleoptime ring och förarövervakning. Företagets plattform samlar fordonsdata i realtid och använder maskininlärning för prediktiv analys. Geotab används av transport- och försäkringsbolag för att minska kostnader och förbättra säkerhet. Företaget omsätter 19,4 miljoner euro.;https://www.geotab.com;https://logo.clearbit.com/geotab.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, fintech, transportation, insurance, iot & telematics;machine learning, iot internetofthings, commission;Stockholm, Sweden;Yes
Klarna;Klarna är ett svenskt fintechföretag grundat 2005 som revolutionerat digital betalning och shopping genom att erbjuda flexibla betalningslösningar direkt i kassan. Företaget tillhandahåller köp nu, betala senare-tjänster (BNPL) samt kreditkort, shoppingassistenter och prisjämförelseverktyg som gör online-shopping smidigare och mer transparent för konsumenter. Klarnas AI-drivna plattform hanterar riskbedömning i realtid och erbjuder både konsumenter och handlare säkra, friktionsfria transaktioner med omedelbar kreditbeslut. Med partnerskap med över 500 000 återförsäljare globalt, inklusive H&M, Nike och IKEA, har Klarna över 150 miljoner aktiva användare världen över. Företaget kombinerar maskininlärning med användarcentrerad design för att skapa en komplett shoppingupplevelse från produktupptäckt till betalning och kundtjänst, med en värdering på 9,2 miljarder euro.;https://www.klarna.com/;https://logo.clearbit.com/klarna.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, B2C, fintech, payments;artificial intelligence, machine learning, ecommerce, commission, marketplace & commerce;Stockholm, Sweden;Yes
Kodiak Hub;Kodiak Hub är ett svenskt enterprise software-företag grundat 2015 som erbjuder big data-plattform för AI och maskininlärning. Företagets lösning möjliggör stora organisationer att hantera och analysera massiva datamängder för datadriven beslutsfattande. Kodiak Hub kombinerar deep tech med användarvänlighet. Företaget omsätter 15 miljoner euro.;https://www.kodiakhub.com;https://logo.clearbit.com/kodiakhub.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, enterprise software;big data, deep tech, machine learning, subscription;Stockholm, Sweden;Yes
Legora;Legora är en AI-driven legal tech-plattform lanserad 2023 som automatiserar juridiskt arbete genom avancerad natural language processing och maskininlärning. Företagets lösning analyserar och genererar juridiska dokument, granskar avtal, identifierar risker och ger realtidsråd baserat på omfattande juridisk kunskap och praxis. Legora riktar sig till både advokatbyråer och företags legala avdelningar som vill minska manuellt arbete, öka precision och sänka kostnader för rutinmässiga juridiska uppgifter. Plattformen stödjer flera jurisdiktioner och språk, inklusive nordiska rättssystem, och integreras med befintliga dokumenthanteringssystem. Med en värdering på 614 miljoner euro och en omsättning på 105 miljoner euro positionerar sig Legora som nyckelspelare i legal tech-sektorn som omformar hur juridiska tjänster levereras.;https://www.legora.io/;https://logo.clearbit.com/legora.io;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, legal, legal management;artificial intelligence, subscription, saas;Stockholm, Sweden;Yes
Neko Health;Neko Health är ett svenskt healthtech-företag grundat 2018 av Spotify-grundaren Daniel Ek som revolutionerar förebyggande hälsovård genom AI-driven helkroppsscanning. Företagets 360-graders hälsokontroll kombinerar över 70 miljoner datapunkter från avancerade sensorer, bilder och prover för att upptäcka tidiga tecken på sjukdom på 10 minuter. Neko Health använder artificiell intelligens för att analysera hudförändringar, hjärt- och kärlhälsa samt metaboliska markörer, vilket ger medlemmar en omfattande hälsobild och personliga rekommendationer. Med kliniker i Stockholm och London erbjuder företaget en prenumerationsbaserad modell med regelbundna hälsokontroller. Neko Healths mission är att möjliggöra tidig upptäckt av sjukdomar som cancer och hjärt-kärlsjukdom genom proaktiv intervention, med en värdering på 1,6 miljarder euro.;https://www.nekohealth.com/;https://logo.clearbit.com/nekohealth.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, B2C, health, medical devices, health platform;artificial intelligence, hardware, subscription;Stockholm, Sweden;Yes
Northmill;Northmill är en svensk neobank grundad 2006 som erbjuder konsumenter smarta lån, betalkort och sparande genom en AI-driven mobilapp. Företaget använder big data och maskininlärning för att göra snabba kreditbedömningar och erbjuda personaliserade finansiella produkter till kunder som traditionella banker ofta avvisar. Northmills plattform fungerar som en finansiell marknadsplats där användare kan jämföra och ansöka om olika låneprodukter från flera långivare. Med fokus på transparens och användarvänlighet har Northmill attraherat över 250 000 kunder i Sverige och Finland. Företaget omsätter 27,5 miljoner euro och konkurrerar med traditionella banker genom att erbjuda snabbare service och bättre användarupplevelse via mobile-first design.;https://www.northmill.com/;https://logo.clearbit.com/northmill.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, fintech;mobile app, big data, marketplace;Stockholm, Sweden;Yes
Phyron;Phyron är ett svenskt content tech-företag grundat 2019 som automatiserar videoproduktion för e-handel genom AI. Företagets plattform skapar produktvideos från bilder och metadata, vilket hjälper varumärken att skala videoinnehåll. Phyron använder maskininlärning för automatisk redigering. Företaget omsätter 12 miljoner euro.;https://www.phyron.com;https://logo.clearbit.com/phyron.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, enterprise software, content production;artificial intelligence, commission, saas;Stockholm, Sweden;Yes
Pixelgen;Pixelgen är ett svenskt biotech-företag grundat 2020 som utvecklar Molecular Pixelation-teknologi för single-cell-analys inom läkemedelsutveckling. Företagets plattform möjliggör spatiell analys av cellulära interaktioner med hög upplösning. Pixelgen kombinerar hardware och deep tech för precisionsmedicin. Företaget omsätter 14,6 miljoner euro.;https://www.pixelgen.com;https://logo.clearbit.com/pixelgen.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, health, pharmaceutical, biotechnology;hardware, deep tech, commission, selling own;Stockholm, Sweden;Yes
QA Tech;QA Tech är ett svenskt AI-företag grundat 2023 som automatiserar mjukvarutestning genom intelligent testautomation och kvalitetssäkring. Företagets plattform använder artificiell intelligens för att generera, exekvera och underhålla testfall automatiskt, vilket dramatiskt minskar tiden och kostnaden för kvalitetssäkring. QA Tech riktar sig till utvecklingsteam som vill accelerera release-cykler utan att kompromissa på programvarukvalitet. Plattformen integreras med CI/CD-pipelines och lär sig kontinuerligt från tidigare tester för att förbättra täckning och effektivitet. Med en värdering på 150 miljoner euro och 4 miljoner euro i omsättning möter QA Tech den växande efterfrågan på snabbare och mer tillförlitlig mjukvaruutveckling i en värld där continuous delivery är normen.;https://www.qa.tech/;https://logo.clearbit.com/qa.tech;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, enterprise software;artificial intelligence, subscription, saas;Stockholm, Sweden;Yes
Qred;Qred är en svensk fintech-plattform grundad 2015 som erbjuder snabba och flexibla företagslån till små och medelstora företag genom AI-driven kreditbedömning. Företaget använder maskininlärning för att analysera företagsdata och fatta kreditbeslut på minuter istället för veckor, med utbetalning samma dag. Qreds digitala plattform eliminerar byråkrati och pappersarbete, vilket gör det enkelt för företagare att få tillgång till rörelsekapital när de behöver det. Med transparent prissättning och flexibla återbetalningsvillkor har Qred processat lån till över 40 000 företag i Sverige, Finland, Nederländerna, Belgien, Danmark och Brasilien. Företaget omsätter 22 miljoner euro årligen och driver demokratisering av företagsfinansiering genom att göra kapital tillgängligt för mindre företag som traditionella banker ofta förbiser.;https://www.qred.se/;https://logo.clearbit.com/qred.se;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, fintech, mortgages & lending;artificial intelligence, machine learning, subscription, saas;Stockholm, Sweden;Yes
Raysearch Laboratories;Raysearch Laboratories är ett medicinteknikföretag grundat 2000 som utvecklar avancerad mjukvara för strålbehandlingsplanering inom cancervård. Företagets flaggskeppsprodukt RayStation används av sjukhus och cancerkliniker världen över för att optimera stråldoser och maximera behandlingseffektivitet samtidigt som frisk vävnad skyddas. Raysearch tillhandahåller också RayCare, ett komplett informationssystem för onkologi som hanterar hela vårdflödet från diagnos till uppföljning. Genom avancerade algoritmer och deep tech möjliggör företagets lösningar personaliserade behandlingsplaner för komplexa cancerfall, inklusive protonterapi och adaptiv strålbehandling. Med installation på över 2 600 kliniker i 65 länder bidrar Raysearch till förbättrade överlevnadstal för cancerpatienter genom precisionsmedicin.;https://www.raysearchlabs.com/;https://logo.clearbit.com/raysearchlabs.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, health, medical devices, biotechnology;deep tech, subscription, saas;Stockholm, Sweden;Yes
Resolution Games;Resolution Games är en svensk spelstudio grundad 2015 som specialiserat sig på virtual reality (VR) och augmented reality (AR) spel. Företaget har utvecklat populära VR-titlar som Demeo, Angry Birds VR och Acron: Attack of the Squirrels. Resolution Games fokuserar på att skapa sociala och tillgängliga VR-upplevelser som fungerar över flera plattformar inklusive Meta Quest, PlayStation VR och Steam VR. Studion har över 15 miljoner nedladdningar och flera priser för innovation inom VR-gaming. Med 35 miljoner euro i omsättning driver Resolution Games utvecklingen av next-gen immersive gaming och etablerar VR som mainstream-spelplattform.;https://www.resolutiongames.com/;https://logo.clearbit.com/resolutiongames.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, console & pc gaming, mobile gaming;deep tech, virtual reality, augmented reality;Stockholm, Sweden;Yes
Star Stable;Star Stable är ett svenskt spelföretag grundat 2010 som utvecklat världens största online-hästspel med fokus på unga spelare. Star Stable Online är ett MMORPG där spelare kan utforska en magisk värld, träna hästar, tävla och delta i äventyr tillsammans med miljontals andra spelare globalt. Spelet kombinerar storytelling, social interaktion och hästsimulering i en familjevänlig miljö. Star Stable har över 15 miljoner registrerade användare och genererar intäkter genom prenumerationer och in-game-köp. Med kontor i Stockholm driver företaget kontinuerlig innehållsutveckling och har expanderat till böcker, merchandise och potentiella TV-adaptioner.;https://www.starstable.com/en/;https://logo.clearbit.com/starstable.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2C, gaming, console & pc gaming;deep tech, mobile app, advertising;Stockholm, Sweden;Yes
